Member id,No of Calls,Gender (F=1/M=0),income
33426,1,0,181688
33434,1,1,14147
33441,1,0,19818
33444,1,1,185634
33448,1,0,148977
33449,1,1,264604
33450,1,0,142876
33468,1,0,39153
33471,1,0,67541
33490,1,0,473847
33508,1,0,24659
33510,1,0,81283
33516,1,0,42035
33531,1,0,228436
33562,1,0,327135
33572,1,0,162996
33578,1,1,187233
33587,1,1,360741
33588,1,0,309101
33592,1,1,472356
33595,1,1,188666
33601,1,1,211057
33609,1,1,421952
33630,1,0,316896
33653,1,0,282822
33667,1,0,348639
33674,1,0,120893
33679,1,0,395394
33688,1,1,409468
33692,1,1,398683
33706,1,0,58573
33733,1,0,61290
33734,1,1,111481
33739,1,1,302419
33784,1,0,186575
33791,1,0,46240
33805,1,0,320060
33806,1,1,111792
33822,1,1,184941
33831,1,1,265789
33836,1,0,302985
33860,1,0,464509
33872,1,1,479871
33874,1,1,172666
33889,1,1,470150
33897,1,1,467490
33903,1,0,207218
33913,1,0,473845
33931,1,1,382643
33940,1,1,143453
33943,1,1,397868
33998,1,1,63039
34000,1,0,487068
34005,1,0,120248
34010,1,1,330192
34016,1,0,349231
34018,1,1,495818
34024,1,1,154950
34033,1,0,449090
34034,1,1,79311
34035,1,1,247862
34036,1,1,223400
34039,1,0,185565
34040,1,1,492255
34044,1,1,216200
34047,1,0,264847
34057,1,1,300041
34058,1,1,22575
34073,1,1,78899
34078,1,1,105738
34101,1,0,441487
34104,1,0,238723
34129,1,1,337366
34150,1,0,437792
34151,1,0,425919
34155,1,1,12804
34156,1,1,362532
34162,1,1,313111
34163,1,0,104757
34180,1,0,149954
34181,1,0,394941
34186,1,0,387311
34187,1,1,485226
34189,1,1,476771
34192,1,1,240067
34208,1,1,256021
34214,1,0,74844
34235,1,0,208898
34242,1,0,406287
34246,1,1,35324
34260,1,1,203681
34274,1,1,411442
34302,1,0,461214
34303,1,0,158790
34307,1,1,349914
34309,1,1,48336
34319,1,1,363361
34320,1,1,226310
34339,1,0,52978
34344,1,1,485398
34345,1,1,384659
34357,1,1,72190
34366,1,1,465023
34367,1,1,303517
34388,1,0,327823
34390,1,0,369530
34395,1,0,175942
34398,1,0,275068
34414,1,0,395451
34419,1,0,40785
34433,1,1,405768
34444,1,1,357481
34457,1,0,238871
34460,1,0,241719
34464,1,1,290422
34469,1,0,419160
34484,1,1,323187
34490,1,0,260105
34504,1,1,139312
34506,1,0,207504
34511,1,1,441936
34534,1,0,411690
34535,1,1,90915
34536,1,1,110034
34537,1,0,495564
34546,1,0,233026
34551,1,0,357943
34555,1,1,100370
34609,1,0,34198
34615,1,0,70790
34616,1,1,117360
34626,1,0,342141
34635,1,0,144520
34636,1,1,108794
34638,1,1,186645
34643,1,0,456452
34647,1,0,146165
34650,1,1,413719
34653,1,1,257245
34658,1,0,311339
34661,1,0,420974
34665,1,0,295638
34681,1,1,296859
34689,1,0,238217
34695,1,1,356680
34696,1,1,264923
34738,1,1,315823
34752,1,1,334945
34759,1,0,20048
34762,1,1,494012
34767,1,0,42698
34770,1,1,267688
34775,1,0,166829
34781,1,1,87107
34788,1,0,291025
34797,1,0,227676
34799,1,1,53528
34814,1,0,364736
34835,1,1,272774
34854,1,0,361386
34859,1,0,461293
34874,1,0,295602
34882,1,1,388096
34935,1,1,32038
34952,1,1,455665
34970,1,1,132009
34979,1,1,21217
34986,1,0,207939
35008,1,0,227298
35012,1,0,301847
35017,1,0,343271
35018,1,1,52433
35033,1,1,218166
35035,1,1,136148
35046,1,1,408302
35049,1,0,160685
35060,1,0,133964
35066,1,0,47338
35075,1,0,234894
35100,1,0,343017
35101,1,1,215163
35103,1,0,190952
35105,1,1,216544
35108,1,0,291418
35120,1,0,200918
35135,1,0,409081
35146,1,0,379174
35155,1,1,327630
35180,1,0,190564
35189,1,0,373069
35192,1,0,58128
35193,1,1,84959
35201,1,1,432724
35202,1,0,246211
35212,1,1,164152
35231,1,1,164740
35243,1,1,334077
35286,1,1,253764
35318,1,1,184777
35320,1,1,334339
35336,1,0,98669
35346,1,0,399034
35362,1,1,378219
35363,1,1,165943
35392,1,1,355398
35400,1,0,390676
35406,1,0,445174
35433,1,0,72492
35434,1,0,265649
35437,1,0,255807
35438,1,0,416114
35451,1,1,92179
35453,1,1,66975
35457,1,0,452197
35465,1,0,260326
35480,1,1,69534
35483,1,1,237937
35487,1,0,96865
35504,1,0,287174
35505,1,0,491984
35517,1,0,284491
35522,1,1,380097
35523,1,1,49981
35539,1,1,496060
35547,1,1,153421
35549,1,1,369789
35568,1,1,180846
35585,1,1,436462
35615,1,0,158861
35624,1,0,275665
35638,1,0,152988
35664,1,0,218002
35671,1,1,80837
35679,1,0,258911
35717,1,1,287780
35728,1,0,75914
35737,1,0,62447
35764,1,1,179452
35781,1,1,31430
35794,1,1,30233
35797,1,1,348293
35806,1,0,444111
35817,1,1,55340
35840,1,1,67124
35878,1,1,407734
35897,1,1,322352
35943,1,0,465300
35946,1,0,119997
35959,1,1,163741
35970,1,1,185823
35987,1,1,188391
35991,1,0,81197
36003,1,1,48597
36009,1,1,277029
36020,1,0,208992
36022,1,0,147996
36037,1,0,76608
36049,1,0,454589
36070,1,1,284516
36074,1,0,63879
36100,1,0,426148
36106,1,1,376135
36127,1,0,222836
36131,1,0,62902
36137,1,1,477928
36159,1,0,19126
36168,1,1,236202
36175,1,1,405798
36183,1,1,434110
36192,1,0,281195
36194,1,0,349114
36200,1,0,360363
36205,1,0,322487
36207,1,1,22326
36223,1,1,332631
36234,1,0,421775
36242,1,0,297702
36244,1,1,280957
36254,1,0,403371
36260,1,1,398125
36270,1,1,142553
36277,1,1,356126
36309,1,1,114373
36323,1,0,106756
36339,1,1,207892
36344,1,0,157440
36372,1,0,370661
36375,1,0,205172
36384,1,1,264956
36393,1,1,478017
36400,1,0,265802
36406,1,0,369591
36410,1,0,166778
36430,1,1,116500
36433,1,0,289871
36452,1,1,145763
36465,1,1,53286
36467,1,0,306356
36507,1,1,161547
36510,1,0,55896
36522,1,0,55553
36525,1,1,150019
36529,1,1,10542
36536,1,1,251116
36555,1,1,242733
36560,1,0,147262
36562,1,0,429995
36564,1,0,58700
36572,1,1,225569
36577,1,0,157556
36581,1,0,488761
36597,1,0,167775
36612,1,0,276158
36622,1,0,254020
36624,1,1,42348
36625,1,1,157425
36631,1,1,405154
36633,1,1,348053
36641,1,1,33913
36642,1,0,332241
36655,1,1,381839
36657,1,1,293356
36663,1,0,475041
36673,1,0,293353
36679,1,0,469809
36680,1,1,164210
36716,1,1,198807
36726,1,0,47909
36731,1,1,188012
36746,1,1,303236
36779,1,1,390312
36781,1,1,127553
36782,1,0,113780
36787,1,1,205085
36791,1,1,200134
36794,1,0,267461
36799,1,0,240411
36800,1,0,59558
36812,1,1,237473
36816,1,1,93417
36817,1,0,438963
36827,1,1,80063
36859,1,1,451215
36877,1,1,164352
36891,1,1,242140
36909,1,1,390894
36929,1,0,30802
36930,1,1,223940
36966,1,0,12912
36995,1,0,368998
37001,1,0,258221
37035,1,0,289483
37037,1,1,32921
37039,1,0,438249
37066,1,0,357330
37085,1,1,54098
37130,1,1,70839
37134,1,0,207923
37137,1,0,152191
37140,1,1,111980
37142,1,0,89991
37150,1,1,480560
37164,1,0,363681
37176,1,0,459081
37194,1,1,292791
37196,1,0,236083
37204,1,0,411482
37224,1,1,319173
37230,1,1,159240
37232,1,1,114182
37233,1,1,314130
37272,1,1,224267
37287,1,0,327305
37304,1,0,309262
37318,1,0,17874
37327,1,1,228127
37343,1,0,291103
37364,1,1,440195
37385,1,1,320877
37422,1,0,240674
37437,1,0,450252
37444,1,0,437760
37449,1,1,181936
37452,1,1,269681
37464,1,0,12839
37509,1,0,232444
37516,1,0,78679
37546,1,0,415848
37547,1,0,363539
37558,1,0,337735
37574,1,0,307411
37591,1,0,84263
37596,1,0,151168
37641,1,0,417067
37651,1,0,54603
37663,1,0,142584
37671,1,0,205461
37673,1,0,426510
37748,1,0,221136
37755,1,0,65389
37759,1,0,344789
37779,1,0,288932
37781,1,1,134000
37789,1,1,365319
37794,1,0,178408
37816,1,0,34064
37820,1,1,133304
37825,1,1,273426
37834,1,0,20670
37853,1,1,496289
37855,1,1,193984
37898,1,1,110048
37910,1,0,123370
37924,1,1,432023
37962,1,1,79198
37967,1,0,478703
37996,1,1,384511
38016,1,1,124199
38020,1,1,479483
38027,1,1,14052
38060,1,0,271950
38074,1,0,92792
38091,1,0,428026
38096,1,1,212219
38100,1,1,349645
38106,1,0,266909
38117,1,0,253546
38118,1,0,450102
38137,1,1,489011
38146,1,0,249332
38154,1,0,25823
38169,1,0,372306
38204,1,1,389320
38223,1,1,170747
38248,1,1,495732
38255,1,1,143751
38258,1,0,341243
38259,1,0,457739
38274,1,0,435294
38296,1,1,449800
38301,1,1,180679
38306,1,1,101164
38318,1,0,350982
38324,1,0,490387
38336,1,0,163527
38342,1,0,466791
38354,1,1,263297
38357,1,0,282232
38363,1,0,111420
38369,1,1,50274
38380,1,1,274798
38392,1,0,392098
38403,1,0,238601
38440,1,0,336725
38453,1,0,361830
38465,1,1,317820
38506,1,1,153638
38509,1,1,151277
38515,1,1,170855
38525,1,0,53656
38526,1,1,496573
38534,1,1,424597
38535,1,0,242971
38539,1,1,119398
38552,1,0,87115
38574,1,1,157796
38580,1,1,322027
38592,1,0,412885
38628,1,1,317125
38636,1,1,133098
38637,1,1,438531
38670,1,1,234324
38687,1,1,466181
38689,1,0,270359
38699,1,1,428947
38716,1,1,437337
38725,1,1,135854
38746,1,1,387399
38747,1,1,390741
38751,1,0,147156
38783,1,0,37150
38788,1,1,172721
38821,1,0,256913
38828,1,0,126590
38855,1,0,311701
38868,1,1,449963
38877,1,1,251137
38887,1,0,292880
38906,1,1,234200
38908,1,0,378496
38932,1,1,280263
38950,1,0,210148
38952,1,1,27578
38962,1,0,417813
38967,1,0,409752
38978,1,0,79329
38988,1,1,90517
38989,1,1,482346
39002,1,1,130450
39010,1,1,198202
39012,1,0,460204
39022,1,1,397045
39034,1,1,28591
39039,1,0,30888
39044,1,0,424647
39047,1,0,349869
39055,1,1,82946
39059,1,1,472031
39069,1,1,94413
39075,1,1,170947
39090,1,1,346197
39131,1,0,10316
39132,1,1,477339
39151,1,1,302436
39156,1,0,131233
39176,1,1,353720
39183,1,0,53397
39209,1,1,497310
39216,1,1,490960
39233,1,0,435587
39246,1,1,141352
39265,1,0,144570
39290,1,1,414310
39295,1,0,198905
39311,1,1,123240
39334,1,1,253860
39345,1,1,77262
39355,1,1,313168
39364,1,0,263219
39380,1,0,239300
39385,1,0,388843
39386,1,1,168163
39398,1,1,432803
39401,1,0,378571
39408,1,0,237755
39413,1,0,221765
39426,1,1,151730
39429,1,0,76054
39431,1,0,380403
39436,1,1,345226
39437,1,0,302518
39462,1,1,453341
39477,1,0,85956
39482,1,1,493288
39489,1,0,405362
39506,1,1,63425
39514,1,0,211150
39538,1,1,363026
39545,1,1,291919
39578,1,0,427887
39600,1,1,338844
39609,1,0,167188
39633,1,1,310103
39640,1,1,260503
39670,1,0,95724
39690,1,0,492716
39692,1,0,494997
39697,1,1,36979
39721,1,0,326656
39731,1,0,151492
39749,1,0,365805
39751,1,0,294870
39755,1,0,266267
39756,1,0,376796
39776,1,0,414314
39777,1,1,187726
39778,1,0,164143
39798,1,1,330695
39803,1,0,163561
39804,1,0,332164
39807,1,0,301873
39814,1,0,376535
39815,1,0,26104
39820,1,0,434756
39833,1,1,312683
39838,1,1,478009
39877,1,1,293714
39887,1,0,82464
39894,1,0,266312
39917,1,1,10946
39924,1,0,332798
39927,1,0,205641
39929,1,0,67565
39932,1,1,497720
39960,1,0,216438
39965,1,1,122955
39994,1,1,279071
39999,1,0,148303
40006,1,0,184560
40009,1,0,458044
40030,1,0,132466
40040,1,0,372678
40045,1,0,172160
40097,1,1,175297
40101,1,0,433516
40112,1,0,26265
40115,1,1,123867
40124,1,1,473450
40145,1,1,34134
40162,1,0,491348
40166,1,0,168232
40181,1,0,236546
40186,1,0,86480
40203,1,0,95220
40210,1,1,244712
40267,1,1,49685
40279,1,1,171251
40286,1,1,337492
40297,1,1,123249
40303,1,0,176064
40329,1,1,17179
40334,1,0,397774
40350,1,1,312997
40360,1,0,293751
40381,1,1,59895
40390,1,0,86389
40406,1,1,468445
40411,1,0,229390
40413,1,0,497818
40426,1,0,38003
40429,1,1,38647
40468,1,0,72099
40475,1,0,136288
40477,1,1,211894
40481,1,1,213670
40484,1,1,154358
40518,1,1,438688
40523,1,1,177858
40527,1,0,136324
40529,1,0,226181
40531,1,0,109838
40552,1,0,77250
40557,1,1,296093
40588,1,0,223303
40596,1,1,317729
40600,1,1,363379
40605,1,1,199313
40612,1,0,205064
40619,1,0,324720
40628,1,1,114024
40643,1,1,394961
40653,1,0,323949
40658,1,0,366352
40685,1,1,355816
40686,1,1,231912
40725,1,0,65989
40734,1,0,191967
40751,1,1,336084
40770,1,0,302024
40774,1,0,313141
40804,1,1,409502
40814,1,0,83570
40820,1,0,184305
40833,1,0,492850
40847,1,0,400534
40865,1,1,260899
40887,1,1,284784
40889,1,0,156892
40890,1,0,147678
40897,1,1,30415
40900,1,0,311902
40902,1,0,195360
40905,1,1,75017
40930,1,1,253454
40960,1,1,294478
40980,1,0,101161
41003,1,1,22769
41010,1,1,111944
41012,1,0,231269
41013,1,0,100756
41019,1,1,143099
41032,1,0,152406
41049,1,0,163603
41061,1,0,23884
41087,1,0,110903
41101,1,0,318377
41118,1,1,151805
41129,1,1,297459
41148,1,0,68538
41152,1,0,338554
41154,1,0,379918
41159,1,0,457529
41195,1,0,175649
41221,1,0,284890
41231,1,0,297429
41238,1,1,312406
41243,1,1,297501
41255,1,1,262059
41266,1,0,497203
41273,1,0,405805
41287,1,1,166938
41292,1,1,181840
41295,1,1,267774
41305,1,0,137903
41317,1,0,252544
41331,1,1,416028
41334,1,0,136951
41340,1,0,379322
41348,1,1,232556
41371,1,1,477969
41373,1,1,91304
41380,1,0,175807
41388,1,0,200435
41389,1,0,389270
41394,1,0,162234
41396,1,0,96099
41414,1,1,299846
41416,1,1,259580
41424,1,0,292526
41425,1,0,317266
41431,1,0,146981
41438,1,1,244805
41458,1,1,218900
41461,1,0,235768
41464,1,0,174672
41488,1,1,183232
41493,1,0,427116
41522,1,0,269229
41530,1,1,38718
41538,1,0,46962
41540,1,1,140121
41549,1,0,194769
41563,1,0,447093
41570,1,0,69049
41572,1,1,17011
41591,1,0,458278
41607,1,0,272858
41635,1,1,85378
41637,1,0,153536
41671,1,0,484528
41674,1,0,348711
41681,1,1,499209
41686,1,0,251406
41690,1,0,498342
41706,1,1,26069
41717,1,0,200570
41748,1,0,441293
41751,1,1,458051
41759,1,0,349203
41770,1,0,112249
41775,1,1,199708
41790,1,1,446062
41801,1,0,144932
41814,1,1,78583
41853,1,1,365067
41865,1,1,314259
41868,1,0,104362
41924,1,1,222478
41949,1,0,289352
41969,1,1,414033
41983,1,1,346155
41997,1,1,483289
42002,1,1,210589
42003,1,1,141184
42006,1,0,314982
42029,1,1,279525
42047,1,0,225780
42060,1,1,339231
42065,1,0,31075
42068,1,0,271921
42071,1,1,211910
42075,1,0,94430
42084,1,1,32706
42089,1,0,442006
42090,1,1,338730
42098,1,0,275268
42129,1,1,263804
42132,1,1,204755
42155,1,0,317194
42168,1,1,336204
42180,1,0,389366
42203,1,0,18873
42223,1,1,458895
42228,1,1,89326
42232,1,1,283628
42240,1,0,128884
42247,1,0,468689
42250,1,0,315264
42253,1,1,43504
42257,1,0,169397
42258,1,0,199490
42259,1,0,82846
42264,1,1,356240
42265,1,0,208887
42291,1,1,212192
42317,1,1,426845
42327,1,0,326318
42342,1,1,147990
42347,1,1,269052
42348,1,0,461210
42372,1,1,382827
42380,1,1,301534
42387,1,0,201379
42393,1,0,132264
42405,1,0,325668
42414,1,1,363524
42433,1,1,266558
42438,1,0,141847
42439,1,0,174133
42458,1,0,261036
42467,1,1,40501
42485,1,0,413276
42507,1,1,487565
42511,1,1,21139
42526,1,0,271611
42557,1,0,466006
42585,1,1,440684
42615,1,0,155507
42685,1,1,437728
42689,1,0,18741
42707,1,0,126304
42713,1,0,82775
42720,1,1,80944
42734,1,0,417449
42742,1,0,164729
42747,1,0,326447
42790,1,1,205221
42802,1,0,418910
42817,1,1,111126
42823,1,1,96681
42846,1,1,313665
42851,1,1,301583
42855,1,0,387025
42858,1,1,262006
42860,1,0,104241
42864,1,0,415468
42867,1,0,50637
42869,1,0,30726
42913,1,1,39195
42921,1,0,223148
42922,1,1,105621
42928,1,1,46218
42930,1,1,12989
42941,1,0,308629
42942,1,1,233152
42957,1,0,423844
42958,1,1,27540
42975,1,0,245070
42992,1,0,326796
43002,1,1,322344
43005,1,0,275674
43020,1,0,85459
43025,1,1,82678
43026,1,1,390194
43028,1,0,132010
43033,1,0,297118
43043,1,0,262084
43077,1,1,43643
43079,1,1,336365
43086,1,1,52576
43088,1,0,232652
43096,1,0,207942
43114,1,0,245171
43117,1,1,434191
43152,1,1,44746
43161,1,1,55407
43167,1,1,90822
43173,1,1,264579
43179,1,0,78653
43181,1,1,382750
43190,1,1,167472
43201,1,0,372179
43208,1,1,349471
43212,1,0,162869
43216,1,1,137467
43242,1,0,216931
43263,1,1,249470
43268,1,0,59839
43296,1,0,323581
43312,1,0,84580
43321,1,0,453819
43333,1,1,74803
43334,1,1,336685
43350,1,0,438933
43362,1,0,105380
43363,1,1,383074
43379,1,1,459326
43404,1,1,211394
43405,1,0,58538
43409,1,0,192306
43444,1,1,372469
43447,1,1,201683
43469,1,1,409701
43478,1,0,58303
43485,1,1,123861
43504,1,0,323194
43511,1,1,327588
43513,1,0,166428
43526,1,1,148304
43542,1,0,10433
43549,1,1,233703
43555,1,1,163661
43576,1,1,120746
43582,1,1,335826
43584,1,0,405287
43586,1,0,163767
43600,1,0,236742
43629,1,0,83050
43642,1,1,305096
43660,1,0,189675
43665,1,0,276497
43692,1,1,123099
43693,1,1,261430
43711,1,0,46075
43712,1,0,367061
43717,1,1,186603
43719,1,0,410653
43736,1,1,134434
43742,1,1,404156
43750,1,0,312757
43769,1,1,355279
43770,1,1,82134
43771,1,0,205479
43774,1,0,213432
43778,1,0,177280
43790,1,0,72352
43823,1,0,52599
43837,1,0,27849
43853,1,1,88301
43866,1,1,299788
43898,1,0,144388
43914,1,1,106971
43917,1,0,160148
43927,1,1,36742
43933,1,0,110496
43977,1,0,428127
44013,1,1,460822
44022,1,0,232173
44023,1,0,498381
44033,1,0,157549
44035,1,0,440188
44050,1,1,157335
44052,1,1,493212
44054,1,1,274221
44067,1,0,443951
44119,1,1,227787
44137,1,1,16377
44141,1,1,317348
44172,1,1,405248
44174,1,1,324898
44176,1,1,436633
44204,1,1,122406
44205,1,0,97147
44209,1,0,218093
44210,1,0,16325
44234,1,0,335688
44235,1,0,348087
44236,1,0,475425
44240,1,1,25308
44241,1,0,372790
44247,1,0,154758
44250,1,1,166541
44256,1,0,264889
44257,1,0,132160
44260,1,1,145900
44265,1,1,330608
44268,1,1,118797
44292,1,0,112330
44300,1,0,178887
44301,1,0,256749
44345,1,1,263567
44364,1,1,90409
44405,1,1,325896
44407,1,1,31160
44409,1,1,209766
44422,1,0,14003
44426,1,1,187053
44429,1,0,88428
44434,1,0,303592
44435,1,1,402047
44437,1,1,20182
44474,1,0,140831
44476,1,0,321279
44486,1,0,236276
44493,1,1,28323
44518,1,0,318220
44525,1,1,94203
44526,1,1,305969
44529,1,1,346231
44530,1,0,16214
44547,1,1,263096
44559,1,1,450550
44570,1,1,459556
44572,1,0,239278
44583,1,1,190182
44594,1,1,305068
44595,1,1,168559
44596,1,1,204865
44600,1,0,288245
44621,1,0,493222
44631,1,1,37259
44644,1,1,125008
44651,1,0,335172
44661,1,1,113502
44669,1,0,378252
44681,1,1,429740
44696,1,0,400343
44699,1,1,313536
44728,1,1,221529
44734,1,0,184094
44752,1,0,11873
44758,1,1,372123
44761,1,1,45792
44762,1,0,144306
44772,1,0,312274
44775,1,0,367884
44780,1,1,288535
44796,1,1,181789
44806,1,1,26223
44834,1,1,251990
44838,1,1,105168
44839,1,1,340661
44845,1,0,217381
44849,1,0,208103
44854,1,1,336517
44869,1,0,423699
44873,1,1,292694
44878,1,1,108573
44880,1,0,202087
44886,1,0,406535
44889,1,1,173860
44920,1,0,350361
44936,1,1,296222
44939,1,1,113266
44946,1,0,419621
44949,1,1,178628
44954,1,0,403180
44964,1,0,123545
44968,1,0,231715
44970,1,1,291128
44976,1,1,171128
44982,1,1,432149
44987,1,1,168952
44993,1,0,223373
45008,1,1,244586
45010,1,1,15879
45017,1,0,309310
45020,1,0,281297
45044,1,1,366573
45050,1,0,188452
45051,1,0,268435
45069,1,0,259130
45100,1,1,491882
45111,1,0,304372
45112,1,0,281339
45115,1,1,264394
45139,1,0,171131
45140,1,1,110295
45155,1,1,28287
45157,1,0,488116
45176,1,0,216671
45182,1,0,268569
45191,1,1,201004
45208,1,0,205114
45231,1,1,137160
45238,1,1,100669
45242,1,0,310093
45265,1,0,254833
45270,1,0,107055
45275,1,1,350837
45280,1,1,277439
45281,1,1,317567
45290,1,0,373018
45292,1,0,423361
45299,1,0,139923
45301,1,0,181688
45305,1,0,301413
45306,1,0,313722
45308,1,1,114230
45320,1,1,53351
45327,1,1,26316
45346,1,1,352129
45351,1,0,452237
45358,1,0,18538
45362,1,0,262293
45365,1,0,437959
45370,1,1,171241
45380,1,1,197314
45404,1,0,343246
45414,1,0,348664
45442,1,1,128169
45445,1,1,368601
45446,1,1,295223
45448,1,1,273157
45449,1,1,182725
45451,1,1,364955
45455,1,0,125052
45457,1,1,110658
45459,1,0,205443
45467,1,0,318220
45488,1,0,109997
45496,1,0,131792
45525,1,0,460760
45565,1,1,202228
45566,1,1,314004
45575,1,1,193264
45576,1,1,103179
45594,1,1,454912
45606,1,0,250171
45614,1,0,363316
45635,1,0,65006
45636,1,1,28936
45645,1,1,50871
45652,1,1,130558
45653,1,1,325680
45664,1,1,467215
45666,1,0,119015
45675,1,1,302727
45678,1,1,208260
45679,1,0,181331
45680,1,0,391332
45694,1,1,160022
45701,1,1,418210
45702,1,1,71940
45741,1,0,357925
45744,1,1,174047
45748,1,1,177940
45753,1,0,465491
45770,1,1,247832
45781,1,0,152841
45785,1,0,494442
45786,1,0,477708
45848,1,1,280679
45855,1,1,347696
45862,1,1,391879
45865,1,1,128504
45891,1,0,86443
45900,1,0,306752
45920,1,0,162754
45938,1,1,35050
45954,1,1,394682
45962,1,0,325412
45964,1,1,371467
45970,1,0,105408
45984,1,0,67309
45986,1,1,415821
46006,1,1,495812
46011,1,1,11439
46032,1,1,27882
46047,1,0,301077
46048,1,0,196247
46054,1,0,183412
46073,1,0,92889
46074,1,0,377078
46085,1,0,249382
46089,1,0,206960
46125,1,0,12381
46136,1,1,395310
46148,1,1,411406
46193,1,0,36961
46208,1,1,235853
46225,1,1,365293
46226,1,0,47966
46234,1,0,435536
46239,1,0,367685
46252,1,1,498130
46255,1,1,110864
46277,1,1,494303
46285,1,1,284403
46287,1,0,174103
46290,1,0,273184
46296,1,1,492475
46334,1,0,28995
46347,1,0,100125
46356,1,1,162715
46357,1,0,131670
46385,1,1,72342
46386,1,0,117458
46389,1,1,327828
46405,1,1,27306
46406,1,0,210179
46410,1,0,322015
46413,1,0,305389
46424,1,0,474921
46450,1,1,58889
46464,1,0,252752
46465,1,1,489189
46466,1,0,63869
46491,1,0,230640
46504,1,1,336970
46509,1,0,304977
46514,1,1,388127
46532,1,1,130049
46537,1,0,42377
46553,1,1,321955
46573,1,1,116302
46629,1,1,231747
46653,1,0,308302
46681,1,0,308106
46685,1,0,34712
46710,1,0,199023
46718,1,1,193386
46722,1,0,275073
46724,1,1,192512
46732,1,1,16162
46734,1,1,317162
46740,1,1,320992
46742,1,0,193084
46759,1,0,487574
46765,1,1,155660
46767,1,0,451855
46768,1,1,437666
46771,1,0,315859
46773,1,0,146589
46806,1,1,405353
46808,1,1,22016
46846,1,0,29998
46898,1,1,154462
46905,1,0,189810
46911,1,0,469529
46913,1,1,258253
46919,1,1,327552
46931,1,1,132230
46948,1,0,114202
46957,1,1,403486
46958,1,1,259499
46977,1,1,102462
46986,1,0,107133
46990,1,0,212512
46997,1,0,416053
47005,1,1,231288
47015,1,1,454308
47024,1,0,16974
47035,1,1,159732
47039,1,0,462912
47041,1,0,317186
47042,1,1,219468
47057,1,0,85387
47069,1,0,41191
47088,1,1,61691
47139,1,1,334617
47155,1,1,346000
47163,1,0,258685
47170,1,0,406719
47173,1,1,80271
47187,1,0,140580
47206,1,0,252520
47213,1,1,127417
47214,1,0,179460
47216,1,0,241009
47246,1,1,399262
47255,1,0,434711
47259,1,0,115406
47278,1,1,459262
47288,1,0,401357
47290,1,1,296678
47298,1,0,351753
47328,1,1,185153
47330,1,1,118382
47334,1,0,400901
47340,1,0,118869
47352,1,0,222287
47360,1,0,214394
47362,1,0,28968
47367,1,0,239363
47389,1,0,244528
47391,1,1,162621
47396,1,1,154476
47402,1,1,409099
47404,1,0,334871
47410,1,1,395533
47419,1,1,171965
47420,1,0,459894
47427,1,1,231865
47442,1,1,431959
47450,1,1,202225
47452,1,1,144404
47460,1,1,378384
47470,1,1,296604
47478,1,0,327723
47486,1,0,383803
47499,1,0,218655
47507,1,0,97053
47516,1,1,386370
47522,1,0,243273
47523,1,1,184403
47543,1,0,121837
47550,1,0,23531
47558,1,0,435939
47561,1,1,173746
47563,1,0,466951
47567,1,0,322345
47571,1,0,124972
47580,1,1,127668
47606,1,0,443011
47618,1,1,396219
47633,1,1,140792
47648,1,1,428560
47653,1,1,212778
47663,1,0,295556
47669,1,1,376297
47676,1,1,68550
47678,1,1,447776
47679,1,0,183290
47724,1,1,353208
47732,1,0,297087
47752,1,0,102085
47758,1,1,234098
47770,1,0,333091
47791,1,1,469570
47811,1,0,77950
47835,1,0,267949
47841,1,1,312490
47849,1,0,379814
47858,1,0,226519
47860,1,0,64809
47879,1,1,210183
47885,1,1,219178
47904,1,1,299575
47907,1,1,71705
47910,1,1,388008
47911,1,0,388495
47919,1,1,78088
47938,1,0,366860
47941,1,0,192203
47967,1,0,337148
47968,1,0,417367
47984,1,0,91773
48015,1,0,223189
48033,1,0,363095
48043,1,0,31371
48055,1,1,161690
48057,1,1,410804
48063,1,1,486234
48080,1,1,415637
48090,1,1,100922
48106,1,1,410902
48107,1,0,20125
48118,1,0,373214
48123,1,1,318567
48125,1,1,199259
48138,1,1,93257
48170,1,1,437788
48175,1,0,321202
48185,1,1,10223
48189,1,1,499430
48190,1,1,265612
48194,1,0,400301
48204,1,0,479584
48205,1,1,403795
48208,1,0,313872
48219,1,1,213442
48224,1,0,327433
48226,1,0,287485
48254,1,1,496531
48261,1,1,163107
48266,1,1,155394
48267,1,1,468159
48295,1,1,128034
48308,1,1,211543
48315,1,1,165763
48324,1,1,103584
48332,1,1,133375
48336,1,0,80403
48341,1,1,470811
48344,1,1,287028
48348,1,1,293337
48366,1,1,401019
48370,1,0,89875
48398,1,1,406773
48417,1,1,494504
48450,1,0,221992
48466,1,1,303826
48476,1,1,275159
48483,1,0,405241
48492,1,1,415607
48496,1,1,25063
48510,1,1,387988
48522,1,0,88724
48525,1,0,476368
48526,1,0,480731
48532,1,1,122568
48549,1,1,406741
48563,1,1,494323
48591,1,1,158994
48616,1,0,386394
48623,1,0,321523
48639,1,0,237940
48641,1,0,461916
48654,1,0,105460
48671,1,1,77784
48684,1,0,155702
48743,1,1,132959
48762,1,0,361932
48801,1,1,75966
48831,1,1,94601
48837,1,1,235123
48867,1,0,486048
48880,1,1,454736
48881,1,0,36897
48894,1,1,206010
48900,1,0,44234
48902,1,0,320642
48931,1,0,251731
48945,1,0,250901
48953,1,0,416455
48964,1,1,128175
